GBMA,Gray-breasted Martin,Progne chalybea,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
HOWR,House Wren,Troglodytes aedon,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BGY,Stripe-breasted Wren,Cantorchilus thoracicus,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BGV,Bay Wren,Cantorchilus nigricapillus,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BHQ,White-breasted Wood-Wren,Henicorhina leucosticta,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BHX,Tawny-faced Gnatwren,Microbates cinereiventris,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BHY,Long-billed Gnatwren,Ramphocaenus melanurus,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BKE,Pale-vented Thrush,Turdus obsoletus,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
CCRO,Clay-colored Thrush,Turdus grayi,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BKT,Tropical Mockingbird,Mimus gilvus,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BOW,Yellow-crowned Euphonia,Euphonia luteicapilla,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BPD,Olive-backed Euphonia,Euphonia gouldi,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BPG,Tawny-capped Euphonia,Euphonia anneae,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
GCYE,Gray-crowned Yellowthroat,Geothlypis poliocephala,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BMZ,Olive-crowned Yellowthroat,Geothlypis semiflava,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BNQ,Buff-rumped Warbler,Myiothlypis fulvicauda,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BQN,Dusky-faced Tanager,Mitrospingus cassinii,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BPJ,Blue-gray Tanager,Thraupis episcopus,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BPL,Palm Tanager,Thraupis palmarum,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BOG,Golden-hooded Tanager,Stilpnia larvata,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BOB,Speckled Tanager,Ixothraupis guttata,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BNZ,Emerald Tanager,Tangara florida,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BOA,Silver-throated Tanager,Tangara icterocephala,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BON,Green Honeycreeper,Chlorophanes spiza,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BQW,Black-and-yellow Tanager,Chrysothlypis chrysomelas,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BSG,Blue-black Grassquit,Volatinia jacarina,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BPU,White-shouldered Tanager,Tachyphonus luctuosus,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BPV,Tawny-crested Tanager,Tachyphonus delatrii,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BPW,White-lined Tanager,Tachyphonus rufus,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BQD,Crimson-collared Tanager,Ramphocelus sanguinolentus,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BQG,Scarlet-rumped Tanager,Ramphocelus passerinii,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BOO,Shining Honeycreeper,Cyanerpes lucidus,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BOQ,Red-legged Honeycreeper,Cyanerpes cyaneus,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BANA,Bananaquit,Coereba flaveola,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BOL,Blue Dacnis,Dacnis cayana,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
HHT,Variable Seedeater,Sporophila corvina,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BRA,Buff-throated Saltator,Saltator maximus,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BRC,Slate-colored Grosbeak,Saltator grossus,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BRX,Orange-billed Sparrow,Arremon aurantiirostris,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BPN,Carmiol's Tanager,Chlorothraupis carmioli,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BRD,Black-faced Grosbeak,Caryothraustes poliogaster,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BTY,Melodious Blackbird,Dives dives,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
GTGR,Great-tailed Grackle,Quiscalus mexicanus,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BUS,Scarlet-rumped Cacique,Cacicus uropygialis,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BUW,Chestnut-headed Oropendola,Psarocolius wagleri,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BUX,Montezuma Oropendola,Psarocolius montezuma,,8/6/18,Costa Rica,,,,Braulio Carillo NP and lowlands,,,,,,
BVG,European Goldfinch,Carduelis carduelis,2,3/21/21,USA,IL,,Waukegan,,,,,,,
COMC,Common Crane,Grus grus,1,3/25/21,USA,NE,,Lowell,,,,,,,
BRNG,Barnacle Goose,Branta leucopsis,,4/11/21,USA,IN,,,,,,,,accepted record?,
LEGR,Least Grebe,Tachybaptus dominicus,,5/5/21,USA,TX,,,Sarita,,,,,,
APFA,Aplomado Falcon,Falco femoralis,,5/5/21,USA,TX,,,Laguna Atascosa NWR,,,,,,
PAUR,Common Pauraque,Nyctidromus albicollis,,5/5/21,USA,TX,,,Resaca de la Palma,,,,,,
BCVI,Black-capped Vireo,Vireo atricapilla,,5/5/21,USA,TX,,,South Llano River SP,,,,,,
MECR,Tamaulipas Crow,Corvus imparatus,,5/5/21,USA,TX,,,Brownsville landfill,,,,,,
TRPA,Tropical Parula,Setophaga pitiayumi,,5/5/21,USA,TX,,,Castroville Regional Park,,,,,,
FCTA,Flame-colored Tanager,Piranga bidentata,,5/5/21,USA,TX,,,South Padre Island,,,,,,
VWF,Morelet's Seedeater,Sporophila morelleti,,5/5/21,USA,TX,,,Bentsen SP,,,,,,
BOSP,Botteri's Sparrow,Peucaea botterii,,5/5/21,USA,TX,,,Brownsville,,,,,,
AUOR,Audubon's Oriole,Icterus graduacauda,,5/5/21,USA,TX,,,Sayulita,,,,,,
BMD,Yellow-green Vireo,Vireo flavoviridis,,5/5/21,USA,LA,Cameron,,,,,,,,
ARWA,Arctic Warbler,Phylloscopus borealis,,6/7/21,USA,AK,,,Noatak River,,,,,,
SMLO,Smith's Longspur,Calcarius pictus,,6/8/21,USA,AK,,,Noatak River,,,,,,
KKO,Pacific Golden-Plover,Pluvialis fulva,,6/15/21,USA,AK,,,Utqiagvik,,,,,,
STEI,Steller's Eider,Polysticta stelleri,,6/15/21,USA,AK,,,Utqiagvik,,,,,,
SPEI,Spectacled Eider,Somateria fischeri,,6/15/21,USA,AK,,,Utqiagvik,,,,,,
HORE,Hoary Redpoll,Acanthis hornemanni,,6/15/21,USA,AK,,,Utqiagvik,,,,,,
KIEI,King Eider,Somateria spectabilis,,6/15/21,USA,AK,,,Utqiagvik,,,,,,
VWF,Morelet's Seedeater,Sporophila morelleti,,5/5/21,USA,TX,,,Bentsen SP,,,,,,
AEG,Buffy-crowned Wood-Partridge,Dendrortyx leucophrys,,12/30/19,Costa Rica,,,,El Chayote Lodge,,,,,,
RBPI,Red-billed Pigeon,Patagioenas flavirostris,,12/30/19,Costa Rica,,,,El Chayote Lodge,,,,,,
VASW,Vaux's Swift,Chaetura vauxi,,12/30/19,Costa Rica,,,,El Chayote Lodge,,,,,,
LEVI,Lesser Violetear,Colibri cyanotus,,12/30/19,Costa Rica,,,,El Chayote Lodge,,,,,,
ARX,Scintillant Hummingbird,Selasphorus scintilla,,12/30/19,Costa Rica,,,,El Chayote Lodge,,,,,,
AQL,Steely-vented Hummingbird,Amazilia saucerottei,,12/30/19,Costa Rica,,,,El Chayote Lodge,,,,,,
AQN,Rufous-tailed Hummingbird,Amazilia tzacatl,,12/30/19,Costa Rica,,,,El Chayote Lodge,,,,,,
BLVU,Black Vulture,Coragyps atratus,,12/30/19,Costa Rica,,,,El Chayote Lodge,,,,,,
TUVU,Turkey Vulture,Cathartes aura,,12/30/19,Costa Rica,,,,El Chayote Lodge,,,,,,
CIX,Lesson's Motmot,Momotus lessonii,,12/30/19,Costa Rica,,,,El Chayote Lodge,,,,,,
AKL,White-crowned Parrot,Pionus senilis,,12/30/19,Costa Rica,,,,El Chayote Lodge,,,,,,
DCFL,Dusky-capped Flycatcher,Myiarchus tuberculifer,,12/30/19,Costa Rica,,,,El Chayote Lodge,,,,,,
TRKI,Tropical Kingbird,Tyrannus melancholicus,,12/30/19,Costa Rica,,,,El Chayote Lodge,,,,,,
PHVI,Philadelphia Vireo,Vireo philadelphicus,,12/30/19,Costa Rica,,,,El Chayote Lodge,,,,,,
BRJA,Brown Jay,Psilorhinus morio,,12/30/19,Costa Rica,,,,El Chayote Lodge,,,,,,
BEE,Blue-and-white Swallow,Pygochelidon cyanoleuca,,12/30/19,Costa Rica,,,,El Chayote Lodge,,,,,,
HOWR,House Wren,Troglodytes aedon,,12/30/19,Costa Rica,,,,El Chayote Lodge,,,,,,
BTT,Rufous-collared Sparrow,Zonotrichia capensis,,12/30/19,Costa Rica,,,,El Chayote Lodge,,,,,,
GTGR,Great-tailed Grackle,Quiscalus mexicanus,,12/30/19,Costa Rica,,,,El Chayote Lodge,,,,,,
WIWA,Wilson's Warbler,Cardellina pusilla,,12/30/19,Costa Rica,,,,El Chayote Lodge,,,,,,
FCTA,Flame-colored Tanager,Piranga bidentata,,12/30/19,Costa Rica,,,,El Chayote Lodge,,,,,,
ZTHA,Zone-tailed Hawk,Buteo albonotatus,,12/30/19,Costa Rica,,,,El Chayote Lodge,,,,,,
BHB,Rufous-and-white Wren,Thryophilus rufalbus,,12/30/19,Costa Rica,,,,El Chayote Lodge,,,,,,
CAEG,Cattle Egret,Bubulcus ibis,,12/30/19,Costa Rica,,,,El Chayote Lodge,,,,,,
ZTHA,Zone-tailed Hawk,Buteo albonotatus,,12/30/19,Costa Rica,,,,Catarato del Toro,,,,,,
AOP,Violet Sabrewing,Campylopterus hemileucurus,,12/30/19,Costa Rica,,,,Catarato del Toro,,,,,,
AOC,Green Hermit,Phaethornis guy,,12/30/19,Costa Rica,,,,Catarato del Toro,,,,,,
ARH,Green-crowned Brilliant,Heliodoxa jacula,,12/30/19,Costa Rica,,,,Catarato del Toro,,,,,,
AQT,Black-bellied Hummingbird,Eupherusa nigriventris,,12/30/19,Costa Rica,,,,Catarato del Toro,,,,,,
AQN,Rufous-tailed Hummingbird,Amazilia tzacatl,,12/30/19,Costa Rica,,,,Catarato del Toro,,,,,,
WTDO,White-tipped Dove,Leptotila verreauxi,,12/30/19,Costa Rica,,,,Catarato del Toro,,,,,,
AUA,Keel-billed Toucan,Ramphastos sulfuratus,,12/30/19,Costa Rica,,,,Catarato del Toro,,,,,,
BES,Azure-hooded Jay,Cyanolyca cucullata,,12/30/19,Costa Rica,,,,Catarato del Toro,,,,,,
BLBW,Blackburnian Warbler,Setophaga fusca,,12/30/19,Costa Rica,,,,Catarato del Toro,,,,,,
BPL,Palm Tanager,Thraupis palmarum,,12/30/19,Costa Rica,,,,Catarato del Toro,,,,,,
BANA,Bananaquit,Coereba flaveola,,12/30/19,Costa Rica,,,,Catarato del Toro,,,,,,
BSS,Yellow-faced Grassquit,Tiaris olivaceus,,12/30/19,Costa Rica,,,,Catarato del Toro,,,,,,
BQO,Common Chlorospingus,Chlorospingus flavopectus,,12/30/19,Costa Rica,,,,Catarato del Toro,,,,,,
BAOR,Baltimore Oriole,Icterus galbula,,12/30/19,Costa Rica,,,,Catarato del Toro,,,,,,
BUX,Montezuma Oropendola,Psarocolius montezuma,,12/30/19,Costa Rica,,,,Catarato del Toro,,,,,,
ADS,Crested Guan,Penelope purpurascens,,12/30/19,Costa Rica,,,,Bogarin Sloth Forest,,,,,,
ADM,Gray-headed Chachalaca,Ortalis cinereiceps,,12/30/19,Costa Rica,,,,Bogarin Sloth Forest,,,,,,
GRHE,Green Heron,Butorides virescens,,12/30/19,Costa Rica,,,,Bogarin Sloth Forest,,,,,,
AKD,Orange-chinned Parakeet,Brotogeris jugularis,,12/30/19,Costa Rica,,,,Bogarin Sloth Forest,,,,,,
BYG,Gartered Trogon,Trogon caligatus,,12/30/19,Costa Rica,,,,Bogarin Sloth Forest,,,,,,
ATA,Keel-billed Motmot,Electron carinatum,,12/30/19,Costa Rica,,,,Bogarin Sloth Forest,,,,,,
AUA,Keel-billed Toucan,Ramphastos sulfuratus,,12/30/19,Costa Rica,,,,Bogarin Sloth Forest,,,,,,
EDW,Rufous-winged Woodpecker,Piculus simplex,,12/30/19,Costa Rica,,,,Bogarin Sloth Forest,,,,,,
AWZ,Streak-headed Woodcreeper,Lepidocolaptes souleyetii,,12/30/19,Costa Rica,,,,Bogarin Sloth Forest,,,,,,
GKIS,Great Kiskadee,Pitangus sulphuratus,,12/30/19,Costa Rica,,,,Bogarin Sloth Forest,,,,,,
CCRO,Clay-colored Thrush,Turdus grayi,,12/30/19,Costa Rica,,,,Bogarin Sloth Forest,,,,,,
BAWW,Black-and-white Warbler,Mniotilta varia,,12/30/19,Costa Rica,,,,Bogarin Sloth Forest,,,,,,
BQG,Scarlet-rumped Tanager,Ramphocelus passerinii,,12/30/19,Costa Rica,,,,Bogarin Sloth Forest,,,,,,
BPJ,Blue-gray Tanager,Thraupis episcopus,,12/30/19,Costa Rica,,,,Bogarin Sloth Forest,,,,,,
BRX,Orange-billed Sparrow,Arremon aurantiirostris,,12/30/19,Costa Rica,,,,Bogarin Sloth Forest,,,,,,
BOY,Yellow-throated Euphonia,Euphonia hirundinacea,,12/30/19,Costa Rica,,,,Bogarin Sloth Forest,,,,,,
ADU,Great Curassow,Crax rubra,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
ADS,Crested Guan,Penelope purpurascens,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
OSPR,Osprey,Pandion haliaetus,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
CRCA,Crested Caracara,Caracara cheriway,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
ADD,Laughing Falcon,Herpetotheres cachinnans,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BEJ,Southern Rough-winged Swallow,Stelgidopteryx ruficollis,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
AOC,Green Hermit,Phaethornis guy,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
AOL,Scaly-breasted Hummingbird,Phaeochroa cuvierii,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
AQN,Rufous-tailed Hummingbird,Amazilia tzacatl,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
AHS,Gray-chested Dove,Leptotila cassinii,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
AKD,Orange-chinned Parakeet,Brotogeris jugularis,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
AKU,Red-lored Parrot,Amazona autumnalis,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
GBAN,Groove-billed Ani,Crotophaga sulcirostris,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BYG,Gartered Trogon,Trogon caligatus,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
ASN,Lattice-tailed Trogon,Trogon clathratus,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
RIKI,Ringed Kingfisher,Megaceryle torquata,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
ATX,Collared Aracari,Pteroglossus torquatus,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
AUJ,Black-cheeked Woodpecker,Melanerpes pucherani,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
AWP,Wedge-billed Woodcreeper,Glyphorynchus spirurus,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
AWK,Plain-brown Woodcreeper,Dendrocincla fuliginosa,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
AXG,Barred Antshrike,Thamnophilus doliatus,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
AXO,Streak-crowned Antvireo,Dysithamnus striaticeps,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
AXN,Plain Antvireo,Dysithamnus mentalis,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
AXZ,Dusky Antbird,Cercomacroides tyrannina,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
AZU,Yellow Tyrannulet,Capsiempis flaveola,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
RCWA,Rufous-capped Warbler,Basileuterus rufifrons,,12/30/19,Costa Rica,,,,El Chayote Lodge,,,,,,
AYL,Ocellated Antbird,Phaenostictus mcleannani,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
AYK,Bicolored Antbird,Gymnopithys bicolor,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
AYD,Chestnut-backed Antbird,Poliocrania exsul,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
AYH,Spotted Antbird,Hylophylax naevioides,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BBO,Long-tailed Tyrant,Colonia colonus,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BAO,White-throated Spadebill,Platyrinchus mystaceus,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
AZL,Yellow-bellied Elaenia,Elaenia flavogaster,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BAG,Black-headed Tody-Flycatcher,Todirostrum nigriceps,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BBD,Tropical Pewee,Contopus cinereus,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BBH,White-throated Flycatcher,Empidonax albigularis,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BCH,Social Flycatcher,Myiozetetes similis,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BCJ,Gray-capped Flycatcher,Myiozetetes granadensis,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BEL,White-throated Magpie-Jay,Calocitta formosa,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BHY,Long-billed Gnatwren,Ramphocaenus melanurus,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BHX,Tawny-faced Gnatwren,Microbates cinereiventris,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BGY,Stripe-breasted Wren,Cantorchilus thoracicus,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BHU,Song Wren,Cyphorhinus phaeocephalus,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BHS,Nightingale Wren,Microcerculus philomela,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
YTVI,Yellow-throated Vireo,Vireo flavifrons,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BNQ,Buff-rumped Warbler,Myiothlypis fulvicauda,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BAWW,Black-and-white Warbler,Mniotilta varia,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
GWWA,Golden-winged Warbler,Vermivora chrysoptera,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
YWAR,Yellow Warbler,Setophaga petechia,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
CSWA,Chestnut-sided Warbler,Setophaga pensylvanica,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
GOLW,Golden-crowned Warbler,Basileuterus culicivorus,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BOA,Silver-throated Tanager,Tangara icterocephala,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BNZ,Emerald Tanager,Tangara florida,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BOG,Golden-hooded Tanager,Stilpnia larvata,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BOD,Rufous-winged Tanager,Tangara lavinia,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BOQ,Red-legged Honeycreeper,Cyanerpes cyaneus,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BSO,Thick-billed Seed-Finch,Sporophila funerea,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
VWF,Morelet's Seedeater,Sporophila morelleti,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
HHT,Variable Seedeater,Sporophila corvina,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BRA,Buff-throated Saltator,Saltator maximus,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
RBGR,Rose-breasted Grosbeak,Pheucticus ludovicianus,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BPN,Carmiol's Tanager,Chlorothraupis carmioli,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BPY,Red-throated Ant-Tanager,Habia fuscicauda,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BROC,Bronzed Cowbird,Molothrus aeneus,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BQG,Scarlet-rumped Tanager,Ramphocelus passerinii,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
CCRO,Clay-colored Thrush,Turdus grayi,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
HETA,Hepatic Tanager,Piranga flava,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
WOTH,Wood Thrush,Hylocichla mustelina,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BKC,Mountain Thrush,Turdus plebejus,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BRZ,Black-striped Sparrow,Arremonops conirostris,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
HII,Black-cowled Oriole,Icterus prosthemelas,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BUX,Montezuma Oropendola,Psarocolius montezuma,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
BOY,Yellow-throated Euphonia,Euphonia hirundinacea,,12/31/19,Costa Rica,,,,Arenal Observatory area,,,,,,
AAA,Great Tinamou,Tinamus major,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
ADU,Great Curassow,Crax rubra,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
ADM,Gray-headed Chachalaca,Ortalis cinereiceps,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
ADS,Crested Guan,Penelope purpurascens,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
OLCO,Neotropic Cormorant,Phalacrocorax brasilianus,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
ANHI,Anhinga,Anhinga anhinga,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
BRPE,Brown Pelican,Pelecanus occidentalis,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
AEZ,Gray-cowled Wood-Rail,Aramides cajaneus,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
LIMP,Limpkin,Aramus guarauna,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
AGL,Collared Plover,Charadrius collaris,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
WHIM,Whimbrel,Numenius phaeopus,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
LESA,Least Sandpiper,Calidris minutilla,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
SPSA,Spotted Sandpiper,Actitis macularius,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
WILL,Willet,Tringa semipalmata,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
LAGU,Laughing Gull,Leucophaeus atricilla,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
ROYT,Royal Tern,Thalasseus maximus,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
SATE,Sandwich Tern,Thalasseus sandvicensis,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
ELTE,Elegant Tern,Thalasseus elegans,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
WOST,Wood Stork,Mycteria americana,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
MAFR,Magnificent Frigatebird,Fregata magnificens,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
BRBO,Brown Booby,Sula leucogaster,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
RFBO,Red-footed Booby,Sula sula,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
ABK,Bare-throated Tiger-Heron,Tigrisoma mexicanum,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
GREG,Great Egret,Ardea alba,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
SNEG,Snowy Egret,Egretta thula,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
LBHE,Little Blue Heron,Egretta caerulea,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
TRHE,Tricolored Heron,Egretta tricolor,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
CAEG,Cattle Egret,Bubulcus ibis,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
GRHE,Green Heron,Butorides virescens,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
YCNH,Yellow-crowned Night-Heron,Nyctanassa violacea,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
WHIB,White Ibis,Eudocimus albus,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
ROSP,Roseate Spoonbill,Platalea ajaja,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
ACA,King Vulture,Sarcoramphus papa,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
BLVU,Black Vulture,Coragyps atratus,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
TUVU,Turkey Vulture,Cathartes aura,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
OSPR,Osprey,Pandion haliaetus,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
ACO,White Hawk,Pseudastur albicollis,,1/2/20,Costa Rica,,,,Uvita and Oro Verde,,,,,,
